term1	term2	sharedRels	obsExp	minMim	directStr	relOverlap	misn
Lung adenocarcinoma	Medulloblastoma	412	4.181	191.5782965	5.2	0.367857143	0.211744688
Lung adenocarcinoma	diffuse large B-cell lymphoma	280	2.962	104.8611605		0.25	0.130134775
Lung adenocarcinoma	Renal carcinoma	279	3.131	124.9352559		0.249107143	0.232879918
Lung adenocarcinoma	Carcinoid tumors	213	2.485	110.1004718		0.190178571	0.174026255
Lung adenocarcinoma	esophageal adenocarcinoma	189	2.494	99.63032852		0.16875	0.203284396
Lung adenocarcinoma	lung squamous cell carcinoma	59	0.889	167.5734525	93.8	5.27E-02	0.220762062
Lung adenocarcinoma	rhabdoid tumor	19	0.305	12.39661162		1.70E-02	2.60E-02
esophageal adenocarcinoma	esophageal adenocarcinoma	688	13.984	5211.798482		1	0.929733665
esophageal adenocarcinoma	Breast cancer	595	3.417	114.5652146	19.3	0.864825581	0.210657954
esophageal adenocarcinoma	colorectal cancer	595	4.975	177.3301273	27.5	0.864825581	0.26255738
esophageal adenocarcinoma	Prostate cancer	563	4.491	112.3517385	9	0.818313953	0.199287227
esophageal adenocarcinoma	ovarian cancer	517	4.924	117.500166	2.8	0.751453488	0.200023085
esophageal adenocarcinoma	Melanoma	513	4.231	133.3768854	7	0.745639535	0.163991294
esophageal adenocarcinoma	BLADDER CANCER	499	5.874	124.5800954		0.725290698	0.232924125
esophageal adenocarcinoma	Neuroblastoma	445	4.204	114.2704717		0.646802326	0.135448569
esophageal adenocarcinoma	AML	433	4.591	96.59201847		0.629360465	0.115884628
esophageal adenocarcinoma	MULTIPLE MYELOMA	423	4.541	74.34763899		0.614825581	0.114508399
esophageal adenocarcinoma	Head and Neck cancer	407	6.095	121.2591053	4.7	0.591569767	0.221166642
esophageal adenocarcinoma	ENDOMETRIAL CANCER	402	6.209	99.85483645		0.584302326	0.212121701
esophageal adenocarcinoma	Lung adenocarcinoma	397	5.659	192.4911835		0.577034884	0.244214014
esophageal adenocarcinoma	CHRONIC LYMPHOCYTIC LEUKEMIA	364	4.648	61.61803776		0.529069767	0.107819158
esophageal adenocarcinoma	GLIOBLASTOMA MULTIFORME	335	4.906	94.86921462	2.1	0.486918605	0.143041989
esophageal adenocarcinoma	Medulloblastoma	304	4.832	116.6867254		0.441860465	0.133403499
esophageal adenocarcinoma	diffuse large B-cell lymphoma	262	4.329	87.75276815		0.380813953	0.104467517
esophageal adenocarcinoma	Renal carcinoma	253	4.432	80.53699535		0.367732558	0.145279498
esophageal adenocarcinoma	Carcinoid tumors	226	4.115	71.82528166		0.328488372	0.138843549
esophageal adenocarcinoma	lung squamous cell carcinoma	99	2.31	72.27522043		0.143895349	0.182031414
esophageal adenocarcinoma	rhabdoid tumor	21	0.519	8.895813971		3.05E-02	2.66E-02
GLIOBLASTOMA MULTIFORME	GLIOBLASTOMA MULTIFORME	1218	10.626	4497.138238		1	0.874289883
GLIOBLASTOMA MULTIFORME	Breast cancer	1037	3.476	177.7247259	65.5	0.851395731	0.276245423
GLIOBLASTOMA MULTIFORME	Melanoma	952	4.609	376.9116233	86.2	0.781609195	0.276975769
GLIOBLASTOMA MULTIFORME	Prostate cancer	903	4.227	152.4710047	40.8	0.74137931	0.252847658
GLIOBLASTOMA MULTIFORME	colorectal cancer	893	4.374	173.940184	17.1	0.73316913	0.260160804
GLIOBLASTOMA MULTIFORME	ovarian cancer	841	4.71	187.0956294	32.7	0.69047619	0.282983368
GLIOBLASTOMA MULTIFORME	Neuroblastoma	839	4.687	443.5377217	75.7	0.688834154	0.292074128
GLIOBLASTOMA MULTIFORME	AML	715	4.486	184.7490042	12.7	0.587027915	0.198809598
GLIOBLASTOMA MULTIFORME	BLADDER CANCER	708	4.928	129.3628584	5.4	0.581280788	0.255661796
GLIOBLASTOMA MULTIFORME	MULTIPLE MYELOMA	662	4.208	171.6506103	18.8	0.543513957	0.193167162
GLIOBLASTOMA MULTIFORME	Medulloblastoma	628	5.965	1273.198879	243.6	0.515599343	0.446135582
GLIOBLASTOMA MULTIFORME	CHRONIC LYMPHOCYTIC LEUKEMIA	551	4.185	131.2523442		0.452380952	0.172980362
GLIOBLASTOMA MULTIFORME	Head and Neck cancer	507	4.525	172.8309158		0.416256158	0.238226276
GLIOBLASTOMA MULTIFORME	Lung adenocarcinoma	497	4.22	197.7879716		0.408045977	0.264883857
GLIOBLASTOMA MULTIFORME	ENDOMETRIAL CANCER	459	4.226	107.6433962		0.376847291	0.19387662
GLIOBLASTOMA MULTIFORME	diffuse large B-cell lymphoma	326	3.23	130.5021397		0.267651888	0.135105996
GLIOBLASTOMA MULTIFORME	Renal carcinoma	281	2.96	111.0327775		0.230706076	0.191517333
GLIOBLASTOMA MULTIFORME	Carcinoid tumors	205	2.246	71.61619054		0.168308703	0.106925653
GLIOBLASTOMA MULTIFORME	esophageal adenocarcinoma	147	1.827	45.37232429		0.120689655	0.109920324
GLIOBLASTOMA MULTIFORME	rhabdoid tumor	46	0.699	205.6465865	9.3	3.78E-02	0.133407632
GLIOBLASTOMA MULTIFORME	lung squamous cell carcinoma	41	0.583	19.74119193		3.37E-02	5.73E-02
lung squamous cell carcinoma	lung squamous cell carcinoma	208	13.518	3380.925828		1	0.693230991
lung squamous cell carcinoma	Breast cancer	195	3.549	49.2672673	8.7	0.9375	0.14931652
lung squamous cell carcinoma	ovarian cancer	183	5.382	53.96059006	3.9	0.879807692	0.141858512
lung squamous cell carcinoma	colorectal cancer	183	4.766	62.36695218	3.6	0.879807692	0.175751128
lung squamous cell carcinoma	Prostate cancer	182	4.54	40.77927276	7	0.875	0.129547218
lung squamous cell carcinoma	Melanoma	175	4.508	70.4186941	4.6	0.841346154	0.131298938
lung squamous cell carcinoma	Lung adenocarcinoma	164	7.033	329.1715469	93.8	0.788461538	0.294494961
lung squamous cell carcinoma	BLADDER CANCER	159	5.708	55.04853121		0.764423077	0.170921477
lung squamous cell carcinoma	Neuroblastoma	153	4.48	65.11430534		0.735576923	9.69E-02
lung squamous cell carcinoma	ENDOMETRIAL CANCER	140	6.434	49.17874874		0.673076923	0.132782617
lung squamous cell carcinoma	AML	139	4.519	56.42895737		0.668269231	7.58E-02
lung squamous cell carcinoma	MULTIPLE MYELOMA	134	4.416	39.01941015		0.644230769	0.080476929
lung squamous cell carcinoma	Head and Neck cancer	133	5.956	78.73515088		0.639423077	0.213731382
lung squamous cell carcinoma	CHRONIC LYMPHOCYTIC LEUKEMIA	124	4.787	27.8331843		0.596153846	0.068539865
lung squamous cell carcinoma	GLIOBLASTOMA MULTIFORME	122	5.36	119.7650122		0.586538462	0.102180002
lung squamous cell carcinoma	Medulloblastoma	117	5.543	75.5168285		0.5625	9.74E-02
lung squamous cell carcinoma	Renal carcinoma	109	5.614	66.24631714		0.524038462	0.139345586
lung squamous cell carcinoma	diffuse large B-cell lymphoma	102	4.951	43.68877991		0.490384615	6.51E-02
lung squamous cell carcinoma	Carcinoid tumors	102	5.461	66.33381398		0.490384615	0.147458559
lung squamous cell carcinoma	esophageal adenocarcinoma	99	5.898	72.27522043		0.475961538	0.182031414
lung squamous cell carcinoma	rhabdoid tumor	10	0.71	16.90295608		4.81E-02	3.87E-02
Medulloblastoma	Medulloblastoma	1356	12.043	8126.456361		1	0.903738621
Medulloblastoma	Breast cancer	1121	3.406	198.5597591	78.5	0.826696165	0.251700732
Medulloblastoma	Melanoma	998	4.42	381.6304781	64.4	0.735988201	0.25451105
Medulloblastoma	Neuroblastoma	991	5.084	894.7423989	364	0.730825959	0.338278377
Medulloblastoma	colorectal cancer	950	4.257	206.4484667	18.4	0.700589971	0.237548484
Medulloblastoma	Prostate cancer	947	4.052	170.7097887	31.3	0.698377581	0.227679391
Medulloblastoma	ovarian cancer	904	4.65	225.1337873	18.1	0.666666667	0.254385591
Medulloblastoma	GLIOBLASTOMA MULTIFORME	805	6.58	1372.428651	243.6	0.593657817	0.465468877
Medulloblastoma	AML	790	4.569	273.6334056	20.4	0.58259587	0.193890093
Medulloblastoma	BLADDER CANCER	733	4.725	166.1218181	3.6	0.540560472	0.237023577
Medulloblastoma	MULTIPLE MYELOMA	719	4.214	239.3817562	12.7	0.530235988	0.189072757
Medulloblastoma	CHRONIC LYMPHOCYTIC LEUKEMIA	599	4.227	184.4297586	3.6	0.441740413	0.165247158
Medulloblastoma	Lung adenocarcinoma	561	4.445	238.3834942	5.2	0.413716814	0.229582083
Medulloblastoma	Head and Neck cancer	538	4.496	148.2261295		0.396755162	0.203452961
Medulloblastoma	ENDOMETRIAL CANCER	516	4.453	125.6957096	4.4	0.380530973	0.185458337
Medulloblastoma	diffuse large B-cell lymphoma	391	3.646	215.5115829		0.288348083	0.150737453
Medulloblastoma	Renal carcinoma	345	3.432	155.605666		0.254424779	0.189336954
Medulloblastoma	Carcinoid tumors	272	2.825	143.9687838		0.200589971	0.135426667
Medulloblastoma	esophageal adenocarcinoma	210	2.491	86.41336673		0.154867257	0.117473014
Medulloblastoma	lung squamous cell carcinoma	71	0.975	41.21278735		5.24E-02	0.073711179
Medulloblastoma	rhabdoid tumor	71	1.05	1665.46108	84.4	5.24E-02	0.24190233
Prostate cancer	Prostate cancer	3876	6.142	2341.127891		1	0.952057649
Prostate cancer	Breast cancer	3200	3.541	503.1453375	3246.5	0.825593395	0.494579474
Prostate cancer	colorectal cancer	2113	3.518	299.6821882	876.5	0.545149639	0.397576214
Prostate cancer	Melanoma	1949	3.204	306.0797864	765.2	0.502837977	0.369823762
Prostate cancer	ovarian cancer	1798	3.47	295.5506475	507.7	0.463880289	0.404598545
Prostate cancer	Neuroblastoma	1274	2.452	196.2451319	88.3	0.32868937	0.289076713
Prostate cancer	BLADDER CANCER	1137	2.802	195.9108837	977.6	0.293343653	0.350171209
Prostate cancer	AML	1106	2.423	158.4781109	79.8	0.285345717	0.214225394
Prostate cancer	MULTIPLE MYELOMA	1007	2.239	167.449974	321.6	0.259803922	0.240576456
Prostate cancer	CHRONIC LYMPHOCYTIC LEUKEMIA	685	1.867	91.59372257	49.1	0.176728586	0.177890893
Prostate cancer	ENDOMETRIAL CANCER	609	2.079	125.119779	73	0.157120743	0.286429577
Prostate cancer	Head and Neck cancer	523	1.72	89.54991457	93.7	0.134932921	0.239293834
Prostate cancer	Lung adenocarcinoma	479	1.486	105.5383464	34.6	0.123581011	0.276935697
Prostate cancer	GLIOBLASTOMA MULTIFORME	473	1.517	88.17056611	40.8	0.122033024	0.211707401
Prostate cancer	Medulloblastoma	388	1.375	75.42021977	31.3	0.100103199	0.173264735
Prostate cancer	diffuse large B-cell lymphoma	225	0.84	39.47376115	13.6	5.80E-02	9.79E-02
Prostate cancer	Carcinoid tumors	217	0.915	33.89084235	16.9	5.60E-02	0.110664193
Prostate cancer	Renal carcinoma	199	0.799	37.39239965	52.9	5.13E-02	0.169893377
Prostate cancer	esophageal adenocarcinoma	116	0.573	23.62581833	9	2.99E-02	0.114184434
Prostate cancer	lung squamous cell carcinoma	21	0.124	6.707110974		5.42E-03	4.88E-02
Prostate cancer	rhabdoid tumor	16	0.103	1.78269128		4.13E-03	6.59E-03
AML	AML	2482	8.274	5336.53005		1	0.945639071
AML	Breast cancer	1817	3.103	250.8996957	272.8	0.732070911	0.260361566
AML	Prostate cancer	1413	3.434	191.9752837	79.8	0.569298952	0.226253423
AML	Melanoma	1410	3.553	362.7926619	111.1	0.56809025	0.262554296
AML	colorectal cancer	1379	3.518	207.0050939	43.8	0.555600322	0.228017105
AML	ovarian cancer	1274	3.754	236.0823346	75.2	0.513295729	0.267628684
AML	MULTIPLE MYELOMA	1209	4.088	544.3754801	498.3	0.487107172	0.328994842
AML	Neuroblastoma	1077	3.165	347.7103205	105	0.433924255	0.259666342
AML	CHRONIC LYMPHOCYTIC LEUKEMIA	1023	4.214	604.6365963	830	0.412167607	0.35199633
AML	BLADDER CANCER	891	3.329	140.5943431	17.6	0.35898469	0.222692705
AML	GLIOBLASTOMA MULTIFORME	523	2.519	144.3282554	12.7	0.210717164	0.183201817
AML	Head and Neck cancer	511	2.521	103.8106971		0.205882353	0.177995571
AML	Lung adenocarcinoma	475	2.215	118.6027085		0.191377921	0.183102476
AML	ENDOMETRIAL CANCER	448	2.29	75.2183116	6.6	0.180499597	0.13458493
AML	Medulloblastoma	417	2.209	160.3385788	20.4	0.16800967	0.162994534
AML	diffuse large B-cell lymphoma	387	2.154	255.3260441	55.7	0.155922643	0.18846436
AML	Renal carcinoma	237	1.415	78.19513398	13.4	9.55E-02	0.13793312
AML	Carcinoid tumors	179	1.119	30.89404209		7.21E-02	6.44E-02
AML	esophageal adenocarcinoma	131	0.951	31.92916257		5.28E-02	7.25E-02
AML	lung squamous cell carcinoma	25	0.214	6.286606603		1.01E-02	2.07E-02
AML	rhabdoid tumor	21	0.195	5.146740123		8.46E-03	1.30E-02
diffuse large B-cell lymphoma	diffuse large B-cell lymphoma	1081	12.698	10395.83685		1	0.921593209
diffuse large B-cell lymphoma	Breast cancer	811	3.096	119.244138	31.3	0.750231267	0.172044428
diffuse large B-cell lymphoma	CHRONIC LYMPHOCYTIC LEUKEMIA	792	7.053	1209.523333	258.7	0.732654949	0.367545582
diffuse large B-cell lymphoma	MULTIPLE MYELOMA	785	5.801	580.2293471	74.5	0.726179463	0.288987556
diffuse large B-cell lymphoma	AML	760	5.538	394.7856331	55.7	0.703052729	0.22448795
diffuse large B-cell lymphoma	Melanoma	722	4.017	216.4105564	9.2	0.667900093	0.158906913
diffuse large B-cell lymphoma	colorectal cancer	680	3.831	122.3943278	10	0.629047179	0.156822637
diffuse large B-cell lymphoma	Prostate cancer	672	3.612	100.8337553	13.6	0.621646623	0.1444852
diffuse large B-cell lymphoma	ovarian cancer	637	4.125	130.5932727	4.6	0.589269195	0.177833417
diffuse large B-cell lymphoma	Neuroblastoma	599	3.868	259.9331063	4.4	0.554116559	0.164398947
diffuse large B-cell lymphoma	BLADDER CANCER	554	4.5	107.8020739		0.512488437	0.173176983
diffuse large B-cell lymphoma	Head and Neck cancer	441	4.651	113.0091504		0.407955597	0.157733181
diffuse large B-cell lymphoma	GLIOBLASTOMA MULTIFORME	427	4.407	162.7550997		0.395004625	0.147152487
diffuse large B-cell lymphoma	Medulloblastoma	391	4.403	215.5115829		0.361702128	0.150737453
diffuse large B-cell lymphoma	Lung adenocarcinoma	387	3.87	140.7736265		0.35800185	0.143943268
diffuse large B-cell lymphoma	ENDOMETRIAL CANCER	358	3.901	77.20739996		0.331174838	0.118266668
diffuse large B-cell lymphoma	Renal carcinoma	274	3.442	90.50914421		0.25346901	0.125451287
diffuse large B-cell lymphoma	Carcinoid tumors	234	3.073	76.36681576		0.216466235	9.51E-02
diffuse large B-cell lymphoma	esophageal adenocarcinoma	169	2.539	67.77839315		0.156336725	9.00E-02
diffuse large B-cell lymphoma	lung squamous cell carcinoma	54	0.939	19.63628655		5.00E-02	4.32E-02
diffuse large B-cell lymphoma	rhabdoid tumor	20	0.373	16.69533219		1.85E-02	1.99E-02
CHRONIC LYMPHOCYTIC LEUKEMIA	CHRONIC LYMPHOCYTIC LEUKEMIA	1823	9.934	5868.913597		1	0.916246277
CHRONIC LYMPHOCYTIC LEUKEMIA	Breast cancer	1344	3.093	160.9745402	102.4	0.737246297	0.222777306
CHRONIC LYMPHOCYTIC LEUKEMIA	AML	1175	5.215	667.3165726	830	0.644541964	0.360303333
CHRONIC LYMPHOCYTIC LEUKEMIA	MULTIPLE MYELOMA	1145	5.152	741.5838156	790	0.628085573	0.391094594
CHRONIC LYMPHOCYTIC LEUKEMIA	Melanoma	1137	3.837	307.9460163	82.5	0.623697202	0.250175649
CHRONIC LYMPHOCYTIC LEUKEMIA	Prostate cancer	1050	3.419	133.6984693	49.1	0.57597367	0.198182866
CHRONIC LYMPHOCYTIC LEUKEMIA	colorectal cancer	1030	3.518	144.0417136	32	0.565002743	0.193977752
CHRONIC LYMPHOCYTIC LEUKEMIA	ovarian cancer	961	3.78	162.2190519	32.8	0.527153044	0.229439112
CHRONIC LYMPHOCYTIC LEUKEMIA	Neuroblastoma	870	3.413	259.5499099	8.7	0.477235326	0.228284078
CHRONIC LYMPHOCYTIC LEUKEMIA	BLADDER CANCER	730	3.619	107.7173562	11.1	0.400438837	0.208251894
CHRONIC LYMPHOCYTIC LEUKEMIA	diffuse large B-cell lymphoma	486	3.542	955.3413528	258.7	0.266593527	0.335601025
CHRONIC LYMPHOCYTIC LEUKEMIA	Head and Neck cancer	483	3.135	91.449804		0.264947888	0.177051779
CHRONIC LYMPHOCYTIC LEUKEMIA	GLIOBLASTOMA MULTIFORME	438	2.778	109.8612662		0.240263302	0.162832653
CHRONIC LYMPHOCYTIC LEUKEMIA	Lung adenocarcinoma	423	2.6	92.37132935		0.232035107	0.169187371
CHRONIC LYMPHOCYTIC LEUKEMIA	ENDOMETRIAL CANCER	369	2.478	53.03189786		0.202413604	0.117894235
CHRONIC LYMPHOCYTIC LEUKEMIA	Medulloblastoma	365	2.537	124.0619472		0.200219419	0.144512603
CHRONIC LYMPHOCYTIC LEUKEMIA	Renal carcinoma	237	1.847	52.41901368		0.130005485	0.137470422
CHRONIC LYMPHOCYTIC LEUKEMIA	Carcinoid tumors	165	1.344	27.04280904		9.05E-02	7.19E-02
CHRONIC LYMPHOCYTIC LEUKEMIA	esophageal adenocarcinoma	131	1.23	27.57448042		7.19E-02	7.38E-02
CHRONIC LYMPHOCYTIC LEUKEMIA	lung squamous cell carcinoma	28	0.308	4.35685121		1.54E-02	0.022180533
CHRONIC LYMPHOCYTIC LEUKEMIA	rhabdoid tumor	9	0.106	2.327961565		4.94E-03	6.12E-03
ovarian cancer	ovarian cancer	2797	7.305	2167.918472		1	0.923021585
ovarian cancer	Breast cancer	2464	3.732	525.3243063	3574.5	0.880943868	0.504421425
ovarian cancer	Prostate cancer	1999	4.307	321.0430091	507.7	0.714694315	0.412056839
ovarian cancer	colorectal cancer	1888	4.27	359.5084208	579.3	0.675008938	0.4252297
ovarian cancer	Melanoma	1735	3.876	372.9840974	521.5	0.620307472	0.398704904
ovarian cancer	Neuroblastoma	1171	3.05	243.9910897	85.8	0.418662853	0.314290106
ovarian cancer	AML	1126	3.326	214.8674814	75.2	0.402574187	0.261206452
ovarian cancer	BLADDER CANCER	1088	3.601	195.6212148	137.5	0.388988202	0.392608868
