Disease 1	Disease 2	Corr. coefficient
Platelet_counts	Type_2_diabetes	0.126904845237732
Autoimmune_thyroiditis	Systemic_lupus_erythematosus	0.125589117407799
Asthma	Restless_legs_syndrome	0.12528084218502
Allergy	Celiac_disease	0.124483056366444
Atopic_dermatitis	Renal_function_related_traits_BUN	0.123416297137737
Autoimmune_thyroiditis	Celiac_disease	0.123178713023663
Autoimmune_thyroiditis	Progressive_supranuclear_palsy	0.123157113790512
Ankylosing_spondylitis	Multiple_sclerosis	0.122765809297562
Liver_enzyme_levels_gamma_glutamyl_transferase	Renal_function_related_traits_BUN	0.122616611421108
LDL_cholesterol	Primary_sclerosing_cholangitis	0.12164381146431
Alzheimers_combined	Red_blood_cell_traits	0.121637940406799
Renal_function_related_traits_BUN	Rheumatoid_arthritis	0.117306128144264
Red_blood_cell_traits	Triglycerides	0.116444185376167
Kawasaki_disease	Vitiligo	0.113807894289494
Alzheimers_combined	Type_2_diabetes	0.113136164844036
Atopic_dermatitis	C_reactive_protein	0.11203570663929
Creatinine_levels	Type_1_diabetes	0.111812062561512
Triglycerides	Vitiligo	0.109267964959145
Chronic_kidney_disease	Type_2_diabetes	0.108205005526543
Type_1_diabetes	Ulcerative_colitis	0.107253640890121
Type_1_diabetes	Urate_levels	0.106797516345978
Asthma	Creatinine_levels	0.106541387736797
Ankylosing_spondylitis	Systemic_lupus_erythematosus	0.106215059757233
Ankylosing_spondylitis	Red_blood_cell_traits	0.104630917310715
Allergy	Multiple_sclerosis	0.104357168078423
Asthma	Urate_levels	0.104320079088211
Bone_mineral_density	Type_2_diabetes	0.10342375934124
HDL_cholesterol	Red_blood_cell_traits	0.103329166769981
Migraine	Type_2_diabetes	0.102742440998554
C_reactive_protein	Restless_legs_syndrome	0.102562308311462
Restless_legs_syndrome	Type_2_diabetes	0.100983679294586
Kawasaki_disease	Rheumatoid_arthritis	0.100456938147545
Progressive_supranuclear_palsy	Renal_function_related_traits_BUN	0.0993511751294136
Autoimmune_thyroiditis	Vitiligo	0.098034106194973
Ankylosing_spondylitis	Systemic_sclerosis	0.0973314419388771
Chronic_kidney_disease	Progressive_supranuclear_palsy	0.0970984250307083
Juvenile_idiopathic_arthritis	Ulcerative_colitis	0.0961191058158875
Asthma	Chronic_kidney_disease	0.096034973859787
Alzheimers_combined	Asthma	0.0957532972097397
Behcets_disease	Systemic_sclerosis	0.0956023335456848
Fasting_glucose_related_traits	Liver_enzyme_levels_gamma_glutamyl_transferase	0.0928516983985901
Systemic_lupus_erythematosus	Vitiligo	0.0914086699485779
Fasting_glucose_related_traits	LDL_cholesterol	0.0913563147187233
Allergy	Psoriasis	0.0909702777862549
Allergy	Primary_biliary_cirrhosis	0.0909240916371346
Alopecia_areata	Behcets_disease	0.0903776437044144
Fasting_glucose_related_traits	HDL_cholesterol	0.0888602212071419
Migraine	Primary_sclerosing_cholangitis	0.0887348279356956
Juvenile_idiopathic_arthritis	Primary_sclerosing_cholangitis	0.0869901403784752
Primary_biliary_cirrhosis	Vitiligo	0.0868930518627167
Atopic_dermatitis	Progressive_supranuclear_palsy	0.0868416950106621
Alopecia_areata	Renal_function_related_traits_BUN	0.0867911800742149
Alopecia_areata	Juvenile_idiopathic_arthritis	0.0867632776498795
Alopecia_areata	Progressive_supranuclear_palsy	0.0862836241722107
Ankylosing_spondylitis	Crohns_disease	0.0860055387020111
Bone_mineral_density	Urate_levels	0.086001455783844
Allergy	Atopic_dermatitis	0.0855130776762962
Atopic_dermatitis	Type_1_diabetes	0.0853222757577896
Celiac_disease	Psoriasis	0.0838012173771858
Juvenile_idiopathic_arthritis	Multiple_sclerosis	0.0835104212164879
Ulcerative_colitis	Urate_levels	0.0830401107668877
Fasting_glucose_related_traits	Platelet_counts	0.0830343961715698
Platelet_counts	Systemic_sclerosis	0.0828001573681831
Asthma	Progressive_supranuclear_palsy	0.0819762647151947
Crohns_disease	Systemic_lupus_erythematosus	0.0815257728099823
Crohns_disease	Ulcerative_colitis	0.0811883807182312
Primary_sclerosing_cholangitis	Renal_function_related_traits_BUN	0.0808265581727028
Systemic_lupus_erythematosus	Systemic_sclerosis	0.0805006697773933
Migraine	Psoriasis	0.0804007798433304
Fasting_glucose_related_traits	Restless_legs_syndrome	0.0801432579755783
Primary_biliary_cirrhosis	Systemic_sclerosis	0.080040730535984
Progressive_supranuclear_palsy	Restless_legs_syndrome	0.0790770724415779
HDL_cholesterol	Systemic_sclerosis	0.0780017077922821
Creatinine_levels	Juvenile_idiopathic_arthritis	0.0776061862707138
Alzheimers_combined	HDL_cholesterol	0.0769417211413383
HDL_cholesterol	Type_2_diabetes	0.0750793740153313
Asthma	Atopic_dermatitis	0.0746865570545197
HDL_cholesterol	Vitiligo	0.0746002942323685
Celiac_disease	Rheumatoid_arthritis	0.0745033845305443
Renal_function_related_traits_BUN	Type_1_diabetes	0.0723409056663513
Liver_enzyme_levels_gamma_glutamyl_transferase	Migraine	0.0715670138597488
Migraine	Triglycerides	0.0710942149162292
Fasting_glucose_related_traits	Primary_sclerosing_cholangitis	0.0703038945794106
Creatinine_levels	Urate_levels	0.0702687576413155
Behcets_disease	Rheumatoid_arthritis	0.0700731500983238
Primary_sclerosing_cholangitis	Urate_levels	0.069831371307373
Liver_enzyme_levels_gamma_glutamyl_transferase	Primary_sclerosing_cholangitis	0.0697213560342789
Atopic_dermatitis	Autoimmune_thyroiditis	0.069678358733654
Creatinine_levels	Vitiligo	0.0694247931241989
Rheumatoid_arthritis	Urate_levels	0.0691897869110107
Systemic_sclerosis	Triglycerides	0.0689119175076485
Autoimmune_thyroiditis	Type_1_diabetes	0.0685360282659531
Alopecia_areata	Bone_mineral_density	0.0656419545412064
Chronic_kidney_disease	Red_blood_cell_traits	0.0656415969133377
Behcets_disease	Creatinine_levels	0.0644059032201767
Alopecia_areata	Creatinine_levels	0.0636928454041481
Autoimmune_thyroiditis	Behcets_disease	0.0634036511182785
Allergy	Kawasaki_disease	0.0629954263567924
Kawasaki_disease	Progressive_supranuclear_palsy	0.0617100112140179
Bone_mineral_density	Ulcerative_colitis	0.0604553557932377
Crohns_disease	Primary_biliary_cirrhosis	0.0600092671811581
Creatinine_levels	LDL_cholesterol	0.0599599294364452
Alzheimers_combined	Creatinine_levels	0.0587858110666275
Ankylosing_spondylitis	HDL_cholesterol	0.0581505559384823
Autoimmune_thyroiditis	Primary_biliary_cirrhosis	0.0580653436481953
Asthma	Fasting_glucose_related_traits	0.0567708387970924
Liver_enzyme_levels_gamma_glutamyl_transferase	Vitiligo	0.0564292706549168
Behcets_disease	Renal_function_related_traits_BUN	0.0549274384975433
Systemic_sclerosis	Type_2_diabetes	0.0547422952950001
Bone_mineral_density	LDL_cholesterol	0.0544496551156044
Bone_mineral_density	Progressive_supranuclear_palsy	0.053646769374609
Progressive_supranuclear_palsy	Vitiligo	0.0531392097473145
Behcets_disease	Multiple_sclerosis	0.0526064150035381
Creatinine_levels	Restless_legs_syndrome	0.0525495558977127
Behcets_disease	C_reactive_protein	0.0517787784337997
Liver_enzyme_levels_gamma_glutamyl_transferase	Psoriasis	0.05153638869524
Chronic_kidney_disease	Liver_enzyme_levels_gamma_glutamyl_transferase	0.051157359033823
Fasting_glucose_related_traits	Type_1_diabetes	0.0509954988956451
C_reactive_protein	Creatinine_levels	0.0508337691426277
Alzheimers_combined	Renal_function_related_traits_BUN	0.0488556772470474
Crohns_disease	Vitiligo	0.0483406372368336
Bone_mineral_density	Restless_legs_syndrome	0.0481171347200871
Psoriasis	Vitiligo	0.0471421182155609
Autoimmune_thyroiditis	Renal_function_related_traits_BUN	0.0471345372498035
HDL_cholesterol	Migraine	0.0470312610268593
LDL_cholesterol	Type_2_diabetes	0.0465949513018131
Behcets_disease	Psoriasis	0.045699205249548
Behcets_disease	Type_1_diabetes	0.0453221723437309
Alopecia_areata	Red_blood_cell_traits	0.044425617903471
Chronic_kidney_disease	Primary_sclerosing_cholangitis	0.0443513505160809
Crohns_disease	Psoriasis	0.0434418469667435
Fasting_glucose_related_traits	Urate_levels	0.0432728640735149
Platelet_counts	Psoriasis	0.042026624083519
Allergy	Progressive_supranuclear_palsy	0.0419711582362652
Asthma	Kawasaki_disease	0.0415428429841995
Atopic_dermatitis	Rheumatoid_arthritis	0.0414237566292286
Restless_legs_syndrome	Rheumatoid_arthritis	0.040064599364996
Fasting_glucose_related_traits	Renal_function_related_traits_BUN	0.0397861376404762
Alopecia_areata	Psoriasis	0.0393576547503471
Red_blood_cell_traits	Ulcerative_colitis	0.0390465445816517
Creatinine_levels	Progressive_supranuclear_palsy	0.0386212691664696
Behcets_disease	Bone_mineral_density	0.0371742062270641
Alopecia_areata	Type_1_diabetes	0.0344858467578888
Fasting_glucose_related_traits	Triglycerides	0.034306850284338
Alopecia_areata	Celiac_disease	0.0342750065028667
Atopic_dermatitis	Behcets_disease	0.0340819507837296
Celiac_disease	Primary_sclerosing_cholangitis	0.034067515283823
Behcets_disease	Kawasaki_disease	0.0339008383452892
Alopecia_areata	Crohns_disease	0.0336179882287979
Bone_mineral_density	Rheumatoid_arthritis	0.0327297523617744
Ankylosing_spondylitis	Migraine	0.0327202118933201
Celiac_disease	Ulcerative_colitis	0.0327145457267761
Juvenile_idiopathic_arthritis	Renal_function_related_traits_BUN	0.0325770005583763
Primary_sclerosing_cholangitis	Progressive_supranuclear_palsy	0.0313342437148094
Chronic_kidney_disease	Platelet_counts	0.0312408078461885
Bone_mineral_density	C_reactive_protein	0.0300507377833128
Creatinine_levels	Psoriasis	0.0285727269947529
LDL_cholesterol	Migraine	0.0285524856299162
Alzheimers_combined	Progressive_supranuclear_palsy	0.0278641823679209
Alopecia_areata	Atopic_dermatitis	0.0277555454522371
Atopic_dermatitis	Kawasaki_disease	0.0276630334556103
LDL_cholesterol	Vitiligo	0.027381019666791
Juvenile_idiopathic_arthritis	Primary_biliary_cirrhosis	0.0271575301885605
Platelet_counts	Primary_biliary_cirrhosis	0.0267405137419701
Red_blood_cell_traits	Systemic_sclerosis	0.0264269933104515
LDL_cholesterol	Progressive_supranuclear_palsy	0.0262024365365505
Crohns_disease	Systemic_sclerosis	0.0252671670168638
Juvenile_idiopathic_arthritis	Urate_levels	0.0251371208578348
C_reactive_protein	Red_blood_cell_traits	0.0244103949517012
Multiple_sclerosis	Systemic_sclerosis	0.0242908168584108
Platelet_counts	Urate_levels	0.0239395499229431
Allergy	Type_2_diabetes	0.0231015160679817
Primary_biliary_cirrhosis	Rheumatoid_arthritis	0.0228189472109079
C_reactive_protein	Type_1_diabetes	0.0224764421582222
Fasting_glucose_related_traits	Red_blood_cell_traits	0.0207574535161257
Alopecia_areata	Chronic_kidney_disease	0.02001534961164
Migraine	Systemic_lupus_erythematosus	0.019764494150877
Systemic_sclerosis	Vitiligo	0.0193644855171442
Alzheimers_combined	Triglycerides	0.0186777971684933
Atopic_dermatitis	Primary_sclerosing_cholangitis	0.0165154859423637
Ankylosing_spondylitis	Behcets_disease	0.0160289518535137
Chronic_kidney_disease	Triglycerides	0.015415333211422
Multiple_sclerosis	Vitiligo	0.0151908341795206
Chronic_kidney_disease	Migraine	0.0147597724571824
Creatinine_levels	Primary_sclerosing_cholangitis	0.0146532077342272
Autoimmune_thyroiditis	Primary_sclerosing_cholangitis	0.0145248845219612
Ankylosing_spondylitis	Psoriasis	0.0141329728066921
Behcets_disease	Systemic_lupus_erythematosus	0.0140777379274368
Ankylosing_spondylitis	Juvenile_idiopathic_arthritis	0.0124259190633893
Primary_biliary_cirrhosis	Ulcerative_colitis	0.0119569888338447
Asthma	Primary_sclerosing_cholangitis	0.0115901958197355
Allergy	Fasting_glucose_related_traits	0.0115178152918816
Allergy	Crohns_disease	0.0115142716094851
Celiac_disease	Crohns_disease	0.0114300372079015
Kawasaki_disease	Systemic_sclerosis	0.0110820550471544
Ankylosing_spondylitis	Autoimmune_thyroiditis	0.0109344702214003
Allergy	Systemic_sclerosis	0.010842140763998
Allergy	Type_1_diabetes	0.0107564441859722
Creatinine_levels	Liver_enzyme_levels_gamma_glutamyl_transferase	0.0103162573650479
Type_2_diabetes	Vitiligo	0.0097308661788702
Kawasaki_disease	Restless_legs_syndrome	0.0097305690869689
C_reactive_protein	Juvenile_idiopathic_arthritis	0.00967980921268463
Behcets_disease	Ulcerative_colitis	0.00931482203304768
Atopic_dermatitis	Liver_enzyme_levels_gamma_glutamyl_transferase	0.00861140713095665
Primary_sclerosing_cholangitis	Type_2_diabetes	0.00845636520534754
Atopic_dermatitis	Bone_mineral_density	0.00792403053492308
Crohns_disease	Migraine	0.00781086506322026
Alopecia_areata	Multiple_sclerosis	0.00714028859511018
Behcets_disease	Vitiligo	0.00675152754411101
Kawasaki_disease	Type_1_diabetes	0.00537353893741965
Chronic_kidney_disease	Rheumatoid_arthritis	0.00530928885564208
Allergy	Liver_enzyme_levels_gamma_glutamyl_transferase	0.0048244409263134
Juvenile_idiopathic_arthritis	Kawasaki_disease	0.00377748068422079
Primary_sclerosing_cholangitis	Triglycerides	0.00342727033421397
Platelet_counts	Systemic_lupus_erythematosus	0.00332159455865622
Systemic_sclerosis	Ulcerative_colitis	0.00304098031483591
Creatinine_levels	Rheumatoid_arthritis	0.00286071724258363
Bone_mineral_density	Liver_enzyme_levels_gamma_glutamyl_transferase	0.00219447212293744
Autoimmune_thyroiditis	Creatinine_levels	0.00113656627945602
LDL_cholesterol	Renal_function_related_traits_BUN	-0.00016982335364446
Bone_mineral_density	Type_1_diabetes	-0.00153089442756027
Fasting_glucose_related_traits	Vitiligo	-0.00165160407777876
Ankylosing_spondylitis	LDL_cholesterol	-0.00186470383778214
Progressive_supranuclear_palsy	Red_blood_cell_traits	-0.00236644968390465
Fasting_glucose_related_traits	Progressive_supranuclear_palsy	-0.00256779557093978
Juvenile_idiopathic_arthritis	Progressive_supranuclear_palsy	-0.00277246232144535
Bone_mineral_density	Juvenile_idiopathic_arthritis	-0.00293983495794237
Kawasaki_disease	Ulcerative_colitis	-0.00355473812669516
Crohns_disease	Rheumatoid_arthritis	-0.00358713581226766
Psoriasis	Restless_legs_syndrome	-0.0040909331291914
Behcets_disease	Primary_sclerosing_cholangitis	-0.00471235020086169
Fasting_glucose_related_traits	Juvenile_idiopathic_arthritis	-0.00485691428184509
Alopecia_areata	Primary_biliary_cirrhosis	-0.00495107332244515
Juvenile_idiopathic_arthritis	Systemic_lupus_erythematosus	-0.00527080334722996
Red_blood_cell_traits	Type_2_diabetes	-0.00528977299109101
Allergy	Alzheimers_combined	-0.00584695069119334
Allergy	C_reactive_protein	-0.00612651184201241
Alzheimers_combined	Rheumatoid_arthritis	-0.00657750852406025
Behcets_disease	Progressive_supranuclear_palsy	-0.00856152828782797
Primary_sclerosing_cholangitis	Systemic_lupus_erythematosus	-0.00865571293979883
Red_blood_cell_traits	Rheumatoid_arthritis	-0.00893052853643894
Renal_function_related_traits_BUN	Type_2_diabetes	-0.00992852542549372
Atopic_dermatitis	Vitiligo	-0.0100690936669707
Alopecia_areata	Ankylosing_spondylitis	-0.0102949645370245
Alopecia_areata	Kawasaki_disease	-0.0106894597411156
Multiple_sclerosis	Rheumatoid_arthritis	-0.0111995153129101
Crohns_disease	Type_1_diabetes	-0.0118482271209359
Chronic_kidney_disease	Juvenile_idiopathic_arthritis	-0.0118875065818429
Migraine	Progressive_supranuclear_palsy	-0.0119941513985395
Crohns_disease	Platelet_counts	-0.0123415803536773
Migraine	Urate_levels	-0.0125200124457479
Ankylosing_spondylitis	Fasting_glucose_related_traits	-0.012898663058877
Multiple_sclerosis	Progressive_supranuclear_palsy	-0.0134088872000575
Celiac_disease	C_reactive_protein	-0.0141700292006135
Allergy	Asthma	-0.0147114433348179
Behcets_disease	Migraine	-0.0149040138348937
Celiac_disease	Vitiligo	-0.0151937995105982
Atopic_dermatitis	Urate_levels	-0.0159464497119188
C_reactive_protein	Kawasaki_disease	-0.0160981994122267
Fasting_glucose_related_traits	Ulcerative_colitis	-0.0163268055766821
Behcets_disease	Crohns_disease	-0.0165654998272657
Migraine	Ulcerative_colitis	-0.0166083369404078
Creatinine_levels	HDL_cholesterol	-0.0167406108230352
Primary_biliary_cirrhosis	Primary_sclerosing_cholangitis	-0.0169533062726259
Migraine	Red_blood_cell_traits	-0.0173983052372932
Psoriasis	Systemic_sclerosis	-0.0181032251566648
Autoimmune_thyroiditis	Urate_levels	-0.0181750282645226
Behcets_disease	Urate_levels	-0.019023111090064
Behcets_disease	Restless_legs_syndrome	-0.0199043247848749
Rheumatoid_arthritis	Systemic_sclerosis	-0.019996365532279
Alzheimers_combined	Migraine	-0.0203830245882273
Ankylosing_spondylitis	Kawasaki_disease	-0.020578321069479
C_reactive_protein	Multiple_sclerosis	-0.0210051368921995
Kawasaki_disease	Migraine	-0.0213308893144131
Atopic_dermatitis	LDL_cholesterol	-0.0224299635738134
Primary_sclerosing_cholangitis	Red_blood_cell_traits	-0.0227495543658733
Migraine	Vitiligo	-0.0229134298861027
HDL_cholesterol	Progressive_supranuclear_palsy	-0.0231063570827246
Alzheimers_combined	Vitiligo	-0.0231599379330873
Migraine	Primary_biliary_cirrhosis	-0.0236171763390303
Allergy	Migraine	-0.0240132305771112
Primary_biliary_cirrhosis	Progressive_supranuclear_palsy	-0.0242475643754005
Crohns_disease	Urate_levels	-0.0242567900568247
Juvenile_idiopathic_arthritis	Migraine	-0.0244950763881207
Crohns_disease	Restless_legs_syndrome	-0.0248617492616177
Behcets_disease	Primary_biliary_cirrhosis	-0.0255068801343441
Liver_enzyme_levels_gamma_glutamyl_transferase	Systemic_lupus_erythematosus	-0.0255186781287193
Progressive_supranuclear_palsy	Triglycerides	-0.0267661679536104
Creatinine_levels	Fasting_glucose_related_traits	-0.0271029677242041
Alopecia_areata	Alzheimers_combined	-0.0275583378970623
Atopic_dermatitis	Systemic_lupus_erythematosus	-0.027707802131772
Multiple_sclerosis	Type_1_diabetes	-0.0283098295331001
Autoimmune_thyroiditis	Red_blood_cell_traits	-0.028412003070116
Autoimmune_thyroiditis	Systemic_sclerosis	-0.0286816339939833
Juvenile_idiopathic_arthritis	Systemic_sclerosis	-0.0294116139411926
Allergy	Behcets_disease	-0.0295144040137529
Ankylosing_spondylitis	Progressive_supranuclear_palsy	-0.0303634274750948
Multiple_sclerosis	Primary_sclerosing_cholangitis	-0.0309646502137184
Crohns_disease	Red_blood_cell_traits	-0.0310760494321585
Asthma	Multiple_sclerosis	-0.0312270764261484
Alopecia_areata	Systemic_sclerosis	-0.0316003672778606
Celiac_disease	Platelet_counts	-0.0320248976349831
Allergy	Juvenile_idiopathic_arthritis	-0.0323683097958565
Juvenile_idiopathic_arthritis	Psoriasis	-0.0325521044433117
Creatinine_levels	Ulcerative_colitis	-0.0335689932107925
Bone_mineral_density	Primary_sclerosing_cholangitis	-0.0336544588208199
Renal_function_related_traits_BUN	Ulcerative_colitis	-0.0343437828123569
Migraine	Restless_legs_syndrome	-0.0357532165944576
Liver_enzyme_levels_gamma_glutamyl_transferase	Restless_legs_syndrome	-0.0366255268454552
Bone_mineral_density	Red_blood_cell_traits	-0.0367226898670197
Asthma	Autoimmune_thyroiditis	-0.0372801944613457
Creatinine_levels	Migraine	-0.0383943729102612
Bone_mineral_density	HDL_cholesterol	-0.0384538136422634
Atopic_dermatitis	Fasting_glucose_related_traits	-0.0385392382740974
Asthma	LDL_cholesterol	-0.0388820469379425
Crohns_disease	Primary_sclerosing_cholangitis	-0.0398638136684895
Allergy	Autoimmune_thyroiditis	-0.0408081896603107
Multiple_sclerosis	Ulcerative_colitis	-0.0415344461798668
Bone_mineral_density	Migraine	-0.0417505577206612
Migraine	Multiple_sclerosis	-0.0421912632882595
Progressive_supranuclear_palsy	Type_1_diabetes	-0.0422540307044983
Alzheimers_combined	Systemic_sclerosis	-0.0429794788360596
C_reactive_protein	Fasting_glucose_related_traits	-0.0440568216145039
Asthma	Red_blood_cell_traits	-0.0445403680205345
LDL_cholesterol	Psoriasis	-0.0446640886366367
Urate_levels	Vitiligo	-0.0453444868326187
Celiac_disease	Migraine	-0.0457759536802769
Chronic_kidney_disease	Type_1_diabetes	-0.0463072396814823
Type_1_diabetes	Type_2_diabetes	-0.0464532859623432
Autoimmune_thyroiditis	Migraine	-0.0473607070744038
Atopic_dermatitis	Migraine	-0.0478414930403233
Fasting_glucose_related_traits	Systemic_sclerosis	-0.0479643680155277
Liver_enzyme_levels_gamma_glutamyl_transferase	Primary_biliary_cirrhosis	-0.0481693372130394
Atopic_dermatitis	HDL_cholesterol	-0.0489288941025734
Juvenile_idiopathic_arthritis	Type_2_diabetes	-0.0489595271646976
Bone_mineral_density	Triglycerides	-0.049090676009655
C_reactive_protein	Primary_sclerosing_cholangitis	-0.0494964867830276
HDL_cholesterol	Psoriasis	-0.0498417243361473
Primary_sclerosing_cholangitis	Rheumatoid_arthritis	-0.049918707460165
LDL_cholesterol	Systemic_sclerosis	-0.0524792522192001
Fasting_glucose_related_traits	Rheumatoid_arthritis	-0.0536736026406288
Crohns_disease	Triglycerides	-0.0537202879786491
