""	"Row.names"	"V2"	"c1"	"c2"	"adj.P.Val"	"P.Value"
"40"	"wgEncodeSydhTfbsH1hescZnf274m01UcdPk"	"H1-hESC ZNF274 (M01) UC Davis ChIP-seq Peaks from ENCODE/USC"	7.10223315973892e-07	-0.128316657032754	0.374087397690361	0.312941722148595
"41"	"wgEncodeAwgSegmentationCombinedH1hesc"	"H1-hESC Genome Segmentation by Combined Segway+ChromHMM from ENCODE/Analysis"	3.39360917953182e-07	-0.504612076871777	0.629601563111543	0.553230611173573
"42"	"wgEncodeSydhTfbsNt2d1Znf274UcdPk"	"NT2-D1 ZNF274 UC Davis ChIP-seq Peaks from ENCODE/SYDH"	1.41976460391468e-06	-0.16302515075501	0.362626239909779	0.302215635368755
"43"	"wgEncodeSydhTfbsK562Setdb1MnasedUcdPk"	"K562 SETDB1 UC Davis MNaseD ChIP-seq Peaks from ENCODE/SYDH"	7.07031696022244e-07	-0.346547742265004	0.49453297932255	0.425010069449178
"44"	"wgEncodeSydhTfbsGm08714Znf274UcdPk"	"GM08714 ZNF274 UC Davis ChIP-seq Peaks from ENCODE/SYDH"	1.84113919407029e-06	-0.155917239818246	0.390446361538325	0.32872782232655
"45"	"wgEncodeBroadHistoneK562Cbx2Pk"	"K562 CBX2 Histone Mods by ChIP-seq Peaks from ENCODE/Broad"	5.87365305460872e-06	-0.0546605054980619	0.243723497765456	0.187874750071219
"46"	"wgEncodeSunyAlbanyGeneStHelas3Elavl1RbpAssocRnaV2"	"HeLa-S3 ELAV1 RBP Associated RNA by RIP-chip GeneST from ENCODE/SUNY"	8.58345294279415e-06	-0.110808980894155	0.109076202868877	0.0717288334541
"47"	"wgEncodeAwgTfbsSydhK562Znf274m01UcdUniPk"	"K562 TFBS Uniform Peaks of ZNF274_(M01) from ENCODE/USC/Analysis"	5.2336542927387e-06	-0.233623582201188	0.399971023757185	0.337374661743168
"48"	"wgEncodeAwgTfbsSydhGm08714Znf274UcdUniPk"	"GM08714 TFBS Uniform Peaks of ZNF274 from ENCODE/USC/Analysis"	6.10544531888222e-06	-0.402414264144972	0.401839462531691	0.339130882728539
"49"	"wgEncodeBroadHistoneK562H3k9me3StdPk"	"K562 H3K9me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad"	6.85684001904973e-05	-0.0365156087276133	0.217459063881971	0.164817466444985
"50"	"wgEncodeSydhTfbsGm12878Znf274StdPk"	"GM12878 ZNF274 Standard ChIP-seq Peaks from ENCODE/SYDH"	1.3175841282813e-05	-0.341704865310619	0.409160768133653	0.345768371097699
"51"	"wgEncodeBroadHistoneMonocd14ro1746H3k27me3Pk"	"Monocytes CD14+ H3K27me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad"	0.000779108793985151	-0.00647330787487527	0.516292808960224	0.444521162871583
"52"	"wgEncodeSunyAlbanyGeneStGm12878Elavl1RbpAssocRnaV2"	"GM12878 ELAVL1 RBP Associated RNA by RIP-chip GeneST from ENCODE/SUNY"	0.00337632288376451	-0.00153147036167791	0.0765911859871549	0.0377126692789842
"53"	"wgEncodeSydhTfbsHepg2Znf274UcdPk"	"HEPG2 ZNF274 UC Davis ChIP-seq Peaks from ENCODE/SYDH"	2.45355049730198e-05	-0.252209836395795	0.385696160443915	0.323950183188992
"54"	"wgEncodeAwgTfbsSydhNt2d1Znf274UcdUniPk"	"NT2-D1 TFBS Uniform Peaks of ZNF274 from ENCODE/USC/Analysis"	2.33615744558472e-05	-0.333023983625976	0.32390650050475	0.266169803665899
"55"	"wgEncodeAwgSegmentationCombinedHelas3"	"HeLa-S3 Genome Segmentation by Combined Segway+ChromHMM from ENCODE/Analysis"	0.000488608742979004	-0.0202518230928557	0.579197732480469	0.503616324340641
"56"	"wgEncodeBroadHistoneHepg2Ezh239875Pk"	"HepG2 EZH2 (39875) Histone Mods by ChIP-seq Peaks from ENCODE/Broad"	0.000100753109838017	-0.119861744479746	0.801230818141897	0.753264757952684
"57"	"wgEncodeSydhTfbsK562Znf274UcdPk"	"K562 ZNF274 UC Davis ChIP-seq Peaks from ENCODE/SYDH"	3.42468221807046e-05	-0.356892724537794	0.401415870177259	0.33868339001727
"58"	"wgEncodeAwgTfbsSydhK562Kap1UcdUniPk"	"K562 TFBS Uniform Peaks of KAP1 from ENCODE/USC/Analysis"	2.58843423421261e-05	-0.52613653886697	0.522473768489119	0.450428618798355
"59"	"wgEncodeSydhHistoneU2osH3k9me3UcdPk"	"U2OS H3K9me3 Histone Modifications by ChIP-Seq Peaks from ENCODE/SYDH"	3.36906585046376e-05	-0.691707295921606	0.200604224100366	0.15009333987061
"60"	"wgEncodeBroadHistoneHepg2H3k27me3StdPk"	"HepG2 H3K27me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad"	9.07114263019965e-05	-0.327894333896879	0.863511296578151	0.829822739267703
"61"	"wgEncodeAwgTfbsSydhU2osSetdb1UcdUniPk"	"U2OS TFBS Uniform Peaks of SETDB1 from ENCODE/USC/Analysis"	1.5305253559122e-05	0.424870365075847	0.546232059501746	0.472725283767396
"62"	"wgEncodeAwgTfbsSydhGm12878Znf274UniPk"	"GM12878 TFBS Uniform Peaks of ZNF274 from ENCODE/USC/Analysis"	0.000146330547654163	-0.457339189822969	0.334970108281261	0.276838524467428
"63"	"wgEncodeSydhTfbsK562Znf274m01UcdPk"	"K562 ZNF274 (M01) UC Davis ChIP-seq Peaks from ENCODE/SYDH"	0.000208048872451117	-0.393371139500636	0.543979942055617	0.470188940947176
"64"	"wgEncodeSydhTfbsU2osSetdb1UcdPk"	"U2OS SETDB1 UC Davis ChIP-seq Peaks from ENCODE/SYDH"	0.000190454583780296	-0.43939517690297	0.646285197189407	0.570498838864282
"65"	"wgEncodeBroadHistoneK562Cbx8Pk"	"K562 CBX8 Histone Mods by ChIP-seq Peaks from ENCODE/Broad"	0.000204144911364865	-0.59799145941928	0.193022838511208	0.143728440963166
"66"	"wgEncodeBroadHistoneGm12878H3k9me3StdPk"	"GM12878 H3K9me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad"	0.000395801315036848	-0.346023441901943	0.0956882013360177	0.0594940319069007
"67"	"wgEncodeSydhHistoneNt2d1H3k09me3UcdPk"	"NT2D1 H3K9me3 Histone Modifications by ChIP-Seq Peaks from ENCODE/SYDH"	5.3376279351088e-05	0.306968453494586	0.410717740661308	0.347268295971702
"68"	"wgEncodeAwgTfbsSydhK562Setdb1MnasedUcdUniPk"	"K562 (MNaseD) TFBS Uniform Peaks of SETDB1 from ENCODE/USC/Analysis"	0.000341878020870251	-0.665212238792746	0.366025209575718	0.30554077471982
"69"	"wgEncodeUwHistoneGm06990H3k27me3StdHotspotsRep2"	"GM06990 H3K27me3 Histone Mod ChIP-seq Hotspots 2 from ENCODE/UW"	0.00347271845995919	-0.0682881237251699	0.419551331094255	0.356148282404226
"70"	"wgEncodeSydhTfbsHelas3Znf274UcdPk"	"HeLa-S3 ZNF274 UC Davis ChIP-seq Peaks from ENCODE/SYDH"	0.000304442099583283	-0.79021491879438	0.418393306402289	0.354977639333243
"71"	"wgEncodeAwgTfbsSydhHepg2Znf274UcdUniPk"	"HepG2 TFBS Uniform Peaks of ZNF274 from ENCODE/USC/Analysis"	0.000592364746191691	-0.461286421320543	0.370080430598194	0.309174817132033
"72"	"wgEncodeAwgTfbsSydhK562Znf274UcdUniPk"	"K562 TFBS Uniform Peaks of ZNF274 from ENCODE/USC/Analysis"	0.000635534742131519	-0.442391448781384	0.30157277096189	0.245653335628822
"73"	"wgEncodeBroadHistoneHsmmH3k9me3StdPk"	"HSMM H3K9me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad"	0.0011138658607556	-0.253378611206077	0.329961981164293	0.27210766070006
"74"	"wgEncodeSydhTfbsK562Kap1UcdPk"	"K562 KAP1 UC Davis ChIP-seq Peaks from ENCODE/SYDH"	0.000207898310834153	0.622509367175726	0.64805615313658	0.572593563816892
"75"	"wgEncodeBroadHistoneHepg2H2azStdPk"	"HepG2 H2A.Z Histone Mods by ChIP-seq Peaks from ENCODE/Broad"	0.0396728466509398	-0.0139313215715349	0.847505052159	0.811020529734218
"76"	"wgEncodeGisChiaPetMcf7EraaInteractionsRep3"	"MCF-7 ERalpha a ChIA-PET Interactions Rep 3 from ENCODE/GIS-Ruan"	0.00347992067029954	-0.179741506748637	0.62799105076226	0.551393039189464
"77"	"wgEncodeUwHistoneHuvecH3k27me3StdHotspotsRep2"	"HUVEC H3K27me3 Histone Mod ChIP-seq Hotspots 2 from ENCODE/UW"	0.0620592364093102	-0.0114899436144084	0.194579056455046	0.145018112927483
"78"	"wgEncodeUwHistoneAg04450H3k09me3StdPkRep2"	"AG04450 H3K9me3 Histone Mod ChIP-seq Peaks 2 from ENCODE/UW"	0.00432122910661197	-0.184402395868796	0.494801085474148	0.425351426391902
"79"	"wgEncodeBroadHistoneGm12878Ezh239875Pk"	"GM12878 EZH2 (39875) Histone Mods by ChIP-seq Peaks from ENCODE/Broad"	0.00500545470853744	-0.208037849890106	0.78687118970569	0.736236205076647
"80"	"wgEncodeSydhHistoneMcf7H3k09me3UcdPk"	"MCF-7 H3K9me3 Histone Modifications by ChIP-seq Peaks from ENCODE/SYDH"	0.000592669480834928	0.28067496199043	0.497503870153918	0.4277863995606
"81"	"wgEncodeSunyAlbanyGeneStGm12878SlbpRbpAssocRnaV2"	"GM12878 SLBP RBP Associated RNA by RIP-chip GeneST from ENCODE/SUNY"	0.0238662202990879	-0.118349142901133	0.664048196671573	0.590794449415427
"82"	"wgEncodeUwHistoneK562H3k27me3StdHotspotsRep2"	"K562 H3K27me3 Histone Mod ChIP-seq Hotspots 2 from ENCODE/UW"	0.00897656367491183	-0.369655384775413	0.478351590363942	0.410138224563165
"83"	"wgEncodeBroadHistoneHsmmEzh239875Pk"	"HSMM EZH2 (39875) Histone Mods by ChIP-seq Peaks from ENCODE/Broad"	0.00430285006122487	-0.99519443230626	0.853014909099208	0.818014521573389
"84"	"wgEncodeUwHistoneCaco2H3k27me3StdHotspotsRep2"	"Caco-2 H3K27me3 Histone Mod ChIP-seq Hotspots 2 from ENCODE/UW"	0.0313808314109569	-0.142827515000718	0.637560068646066	0.561796203986332
"85"	"wgEncodeUwHistoneSaecH3k27me3StdHotspotsRep2"	"SAEC H3K27me3 Histone Mod ChIP-seq Hotspots 2 from ENCODE/UW"	0.105352881448383	-0.0575873907013534	0.384056888222984	0.322401118723509
"86"	"wgEncodeAwgTfbsSydhHelas3Znf274UcdUniPk"	"HeLa-S3 TFBS Uniform Peaks of ZNF274 from ENCODE/USC/Analysis"	0.010134057088062	-0.70895134614171	0.349790408826323	0.290498581679977
"87"	"wgEncodeUwHistoneCaco2H3k27me3StdHotspotsRep1"	"Caco-2 H3K27me3 Histone Mod ChIP-seq Hotspots 1 from ENCODE/UW"	0.117222498630311	-0.0668826839484478	0.682852217255706	0.611351772085657
"88"	"wgEncodeBroadHistoneK562Ezh239875StdPk"	"K562 EZH2 (39875) Histone Mods by ChIP-seq Peaks from ENCODE/Broad"	0.0378621833321045	-0.225187240557211	0.630847719289817	0.555253015255056
"89"	"wgEncodeSunyAlbanyGeneStH1hescElavl1RbpAssocRnaV2"	"H1-hESC ELAV1 RBP Associated RNA by RIP-chip GeneST from ENCODE/SUNY"	0.0440547363334635	-0.224272214548422	0.284792532746141	0.225407542734053
"90"	"wgEncodeUwHistoneHepg2H3k27me3StdHotspotsRep2"	"HepG2 H3K27me3 Histone Mod ChIP-seq Hotspots 2 from ENCODE/UW"	0.060121839450346	-0.291915611545129	0.836109804835613	0.795991531688792
"91"	"wgEncodeUwHistoneGm06990H3k27me3StdHotspotsRep1"	"GM06990 H3K27me3 Histone Mod ChIP-seq Hotspots 1 from ENCODE/UW"	0.122714002494535	-0.163532196181332	0.842760628937459	0.804590752918318
"92"	"wgEncodeAwgSegmentationCombinedK562"	"K562 Genome Segmentation by Combined Segway+ChromHMM from ENCODE/Analysis"	0.0558484795545679	-0.481788937892986	0.818160587141285	0.774500896616705
"93"	"wgEncodeSunyAlbanyGeneStGm12878Pabpc1RbpAssocRnaV2"	"GM12878 PABPC1 RBP Associated RNA by RIP-chip GeneST from ENCODE/SUNY"	0.225009088426567	-0.173733461978091	0.310182281580557	0.253361895021966
"94"	"wgEncodeHaibGenotypeHtr8RegionsRep1"	"HTR8svn Copy number variants Replicate 1 from ENCODE/HAIB"	0.0324863076503607	0.780480041822681	0.652262145724748	0.577676115608241
"95"	"wgEncodeHaibGenotypeSkmcRegionsRep2"	"SKMC Copy number variants Replicate 2 from ENCODE/HAIB"	0.00855606449967735	0.192431739016323	0.765837589440733	0.70875298279199
"96"	"wgEncodeHaibMethyl450Gm12878SitesRep1"	"GM12878 Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"97"	"wgEncodeHaibMethyl450H1hescSitesRep1"	"H1-hESC Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"98"	"wgEncodeHaibMethyl450K562SitesRep1"	"K562 Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"99"	"wgEncodeHaibMethyl450A549Etoh02SitesRep1"	"A549 EtOH Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"100"	"wgEncodeHaibMethyl450Helas3SitesRep1"	"HeLa-S3 Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"101"	"wgEncodeHaibMethyl450Hepg2SitesRep1"	"HepG2 Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"102"	"wgEncodeHaibMethyl450HuvecSitesRep1"	"HUVEC Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"103"	"wgEncodeHaibMethyl450Imr90SitesRep1"	"IMR90 Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"104"	"wgEncodeHaibMethyl450Mcf7SitesRep1"	"MCF-7 Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"105"	"wgEncodeHaibMethyl450SknshraSitesRep1"	"SK-N-SH_RA Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"106"	"wgEncodeHaibMethyl450SknshSitesRep1"	"SK-N-SH Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"107"	"wgEncodeHaibMethyl450Ag04449SitesRep1"	"AG04449 Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"108"	"wgEncodeHaibMethyl450Ag04450SitesRep1"	"AG04450 Methylation  450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"109"	"wgEncodeHaibMethyl450Ag09309SitesRep1"	"AG09309 Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"110"	"wgEncodeHaibMethyl450Ag09319SitesRep1"	"AG09319 Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"111"	"wgEncodeHaibMethyl450AosmcSitesRep1"	"AoSMC Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"112"	"wgEncodeHaibMethyl450BjSitesRep1"	"BJ Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"113"	"wgEncodeHaibMethyl450CmkSitesRep1"	"CMK Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"114"	"wgEncodeHaibMethyl450Ecc1SitesRep1"	"ECC-1 Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"115"	"wgEncodeHaibMethyl450Gm06990SitesRep1"	"GM06990 Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"116"	"wgEncodeHaibMethyl450Gm12891SitesRep1"	"GM12891 Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"117"	"wgEncodeHaibMethyl450Gm12892SitesRep1"	"GM12892 Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"118"	"wgEncodeHaibMethyl450Gm19239SitesRep1"	"GM19239 Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"119"	"wgEncodeHaibMethyl450HaeSitesRep1"	"HAEpiC Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"120"	"wgEncodeHaibMethyl450HcfSitesRep1"	"HCF Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"121"	"wgEncodeHaibMethyl450HcmSitesRep1"	"HCM Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"122"	"wgEncodeHaibMethyl450HcpeSitesRep1"	"HCPEpiC Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"123"	"wgEncodeHaibMethyl450Hct116HaibSitesRep1"	"HCT-116 HAIB Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"124"	"wgEncodeHaibMethyl450Hct116StanfordSitesRep1"	"HCT-116 Stanford Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"125"	"wgEncodeHaibMethyl450HeeSitesRep1"	"HEEpiC Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
"126"	"wgEncodeHaibMethyl450Hek293SitesRep1"	"HEK293 Methylation 450K Bead Array from ENCODE/HAIB"	0.111119515702867	-0.661403587986665	0.288368931549691	0.233734010661913
